,area_name,address_detail,lat,lon,land_price_per_square_meter
44,Chiyoda City,"2 Chome Uchisaiwaichō, Chiyoda City, Tokyo 100-0011, Japan",35.6708509,139.7533888,13600000.0
45,Chiyoda City,"5 Chome Sotokanda, Chiyoda City, Tokyo 101-0021, Japan",35.7037858,139.7725562,1220000.0
46,Chiyoda City,"13-8 Ichibanchō, Chiyoda City, Tōkyō-to 102-0082, Japan",35.6867723,139.7408722,2810000.0
47,Chiyoda City,"1-chōme-6-1 Kanda Nishikichō, Chiyoda City, Tōkyō-to 101-0054, Japan",35.6929497,139.7646428,5520000.0
48,Chiyoda City,"3-chōme-18-3 Kanda Nishikichō, Chiyoda City, Tōkyō-to 101-0054, Japan",35.6932657,139.7613847,3790000.0
49,Chiyoda City,"3-chōme-3-17 Kanda Surugadai, Chiyoda City, Tōkyō-to 101-0062, Japan",35.6956774,139.7642834,1500000.0
50,Chiyoda City,"4 Chome Kudanminami, Chiyoda City, Tokyo 102-0074, Japan",35.6913534,139.738698,1170000.0
51,Chiyoda City,"3-chōme-24-3 Kanda Sakumachō, Chiyoda City, Tōkyō-to 101-0025, Japan",35.6985766,139.7790593,1630000.0
52,Chiyoda City,"1 Chome Uchisaiwaichō, Chiyoda City, Tokyo 100-0011, Japan",35.6707632,139.7581801,14500000.0
53,Chiyoda City,"1-chōme-11-5 Uchikanda, Chiyoda City, Tōkyō-to 101-0047, Japan",35.6911512,139.7661272,4700000.0
54,Chiyoda City,"1 Chome Yūrakuchō, Chiyoda City, Tokyo 100-0006, Japan",35.6752314,139.7607356,4660000.0
55,Chiyoda City,"47 Kanda Konyachō, Chiyoda City, Tōkyō-to 101-0035, Japan",35.6929303,139.772963,2000000.0
56,Chiyoda City,"1-4 Kioichō, Chiyoda City, Tōkyō-to 102-0094, Japan",35.679621,139.7368949,3150000.0
57,Chiyoda City,"5-chōme-7-1 Kōjimachi, Chiyoda City, Tōkyō-to 102-0083, Japan",35.6830162,139.7340034,1850000.0
58,Chiyoda City,"2 Chome Sotokanda, Chiyoda City, Tokyo 101-0021, Japan",35.7014188,139.7680833,2250000.0
59,Chiyoda City,"1-chōme-20-6 Kanda Jinbōchō, Chiyoda City, Tōkyō-to 101-0051, Japan",35.6969148,139.7592932,785000.0
60,Chiyoda City,"2 Chome Nagatacho, Chiyoda City, Tokyo 100-0014, Japan",35.6755803,139.741572,2560000.0
61,Chuo City,"2 Chome Tsukishima, Chuo City, Tokyo 104-0052, Japan",35.6619998,139.7850184,975000.0
62,Chuo City,"Akashicho, Chuo City, Tokyo 104-0044, Japan",35.6674774,139.7786272,1690000.0
63,Chuo City,"3 Chome Kachidoki, Chuo City, Tokyo 104-0054, Japan",35.6596883,139.7735148,1320000.0
64,Chuo City,"3 Chome Tsukishima, Chuo City, Tokyo 104-0052, Japan",35.6628846,139.7786272,1300000.0
65,Chuo City,"3 Chome Tsukuda, Chuo City, Tokyo 104-0051, Japan",35.6654475,139.7863615,870000.0
66,Chuo City,"3-chōme-5-1 Tsukuda, Chuo City, Tōkyō-to 104-0051, Japan",35.6651692,139.786368,2010000.0
67,Chuo City,"2 Chome Tsukuda, Chuo City, Tokyo 104-0051, Japan",35.6682531,139.7862967,1280000.0
68,Chuo City,"3-chōme-32-2 Nihonbashihamachō, Chuo City, Tōkyō-to 103-0007, Japan",35.6861779,139.7897629,1240000.0
69,Chuo City,"10-2 Nihonbashinakasu, Chuo City, Tōkyō-to 103-0008, Japan",35.6838941,139.7910606,1260000.0
70,Chuo City,"5-chōme-1-4 Harumi, Chuo City, Tōkyō-to 104-0053, Japan",35.6535819,139.7760417,1060000.0
71,Chuo City,"2 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6724061,139.7687222,3270000.0
72,Chuo City,"6-chōme-4-13 Ginza, Chuo City, Tōkyō-to 104-0061, Japan",35.6710833,139.761152,32200000.0
73,Chuo City,"1 Chome-15 Kyobashi, Chuo City, Tokyo 104-0031, Japan",35.6770289,139.7732751,7740000.0
74,Chuo City,"3-chōme-3-1 Ginza, Chuo City, Tōkyō-to 104-0061, Japan",35.673426,139.765807,17600000.0
75,Chuo City,"1-chōme-1-1 Kyōbashi, Chuo City, Tōkyō-to 104-0031, Japan",35.679366,139.7705594,22900000.0
76,Chuo City,"9-2 Nihonbashihisamatsuchō, Chuo City, Tōkyō-to 103-0005, Japan",35.6886565,139.7852573,2080000.0
77,Chuo City,"1 Chome Yaesu, Chuo City, Tokyo 103-0028, Japan",35.6823579,139.7706392,8810000.0
78,Chuo City,"3-chōme-11-1 Nihonbashi, Chuo City, Tōkyō-to 103-0027, Japan",35.6791153,139.7736346,8170000.0
79,Chuo City,"1 Chome-19 Nihonbashiningyocho, Chuo City, Tokyo 103-0013, Japan",35.6860667,139.7822221,3180000.0
80,Chuo City,"5-chōme-2-11 Tsukiji, Chuo City, Tōkyō-to 104-0045, Japan",35.66067779999999,139.7692473,2700000.0
81,Chuo City,"Nihonbashikabutocho, Chuo City, Tokyo 103-0026, Japan",35.6807421,139.777349,5660000.0
82,Chuo City,"Nihonbashikodenmacho, Chuo City, Tokyo 103-0001, Japan",35.6915854,139.7786272,3080000.0
83,Chuo City,"4 Chome Kachidoki, Chuo City, Tokyo 104-0054, Japan",35.6572676,139.7760709,2070000.0
84,Chuo City,"1-chōme-5-1 Shintomi, Chuo City, Tōkyō-to 104-0041, Japan",35.673063,139.7731715,2300000.0
85,Chuo City,"1 Chome-16 Nihonbashikakigaracho, Chuo City, Tokyo 103-0014, Japan",35.6831019,139.7827015,2450000.0
86,Chuo City,"4-chōme-15-3 Nihonbashihonchō, Chuo City, Tōkyō-to 103-0023, Japan",35.6902258,139.7764937,5900000.0
87,Chuo City,"1 Chome-5 Shinkawa, Chuo City, Tokyo 104-0033, Japan",35.6776069,139.7813434,2460000.0
88,Chuo City,"4 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6701719,139.7674443,31000000.0
89,Chuo City,"2 Chome Tsukiji, Chuo City, Tokyo 104-0045, Japan",35.6687764,139.7725562,2280000.0
90,Chuo City,"2-chōme-21-10 Nihonbashiningyōchō, Chuo City, Tōkyō-to 103-0013, Japan",35.6861249,139.7848255,1890000.0
91,Chuo City,"2 Chome Shinkawa, Chuo City, Tokyo 104-0033, Japan",35.6736061,139.7824618,2320000.0
92,Chuo City,"4 Chome-2 Ginza, Chuo City, Tokyo 104-0061, Japan",35.6727018,139.7640898,57700000.0
93,Chuo City,"Japan, 〒104-0061 Tōkyō-to, Chuo City, Ginza, 8-chōme−8−１８ 8818ビル B1",35.668441,139.761395,42700000.0
94,Chuo City,"2 Chome-10 Nihonbashikayabacho, Chuo City, Tokyo 103-0025, Japan",35.678488,139.7787071,2310000.0
95,Chuo City,"10-11 Nihonbashitomizawachō, Chuo City, Tōkyō-to 103-0006, Japan",35.6898676,139.7824418,1600000.0
96,Chuo City,"1 Chome Hatchobori, Chuo City, Tokyo 104-0032, Japan",35.6775366,139.7768697,4680000.0
97,Chuo City,"2 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6724061,139.7687222,6080000.0
98,Chuo City,"2 Chome-10 Yaesu, Chuo City, Tokyo 104-0028, Japan",35.676031,139.7672047,13400000.0
99,Chuo City,"2-chōme-2-19 Ginza, Chuo City, Tōkyō-to 104-0061, Japan",35.6749321,139.7657907,43300000.0
100,Chuo City,"1 Chome Shinkawa, Chuo City, Tokyo 104-0033, Japan",35.6764144,139.7837401,1140000.0
101,Chuo City,"3 Chome Tsukishima, Chuo City, Tokyo 104-0052, Japan",35.6628846,139.7786272,1520000.0
102,Chuo City,"3 Chome-1 Irifune, Chuo City, Tokyo 104-0042, Japan",35.6711252,139.7759112,2480000.0
103,Chuo City,"1-chōme-6-1 Kyōbashi, Chuo City, Tōkyō-to 104-0031, Japan",35.6778169,139.7713452,17500000.0
104,Chuo City,"1 Chome-5 Nihonbashiningyocho, Chuo City, Tokyo 103-0013, Japan",35.685325,139.7819825,1290000.0
105,Chuo City,"2-chōme-1-1 Nihonbashi, Chuo City, Tōkyō-to 103-0027, Japan",35.6827054,139.7725567,21500000.0
106,Chuo City,"2 Chome-3 Nihonbashibakurocho, Chuo City, Tokyo 103-0002, Japan",35.6954971,139.782302,1270000.0
107,Chuo City,"2 Chome-13 Nihonbashikakigaracho, Chuo City, Tokyo 103-0014, Japan",35.6843026,139.786057,1120000.0
108,Chuo City,"4-chōme-6-5 Hatchōbori, Chuo City, Tōkyō-to 104-0032, Japan",35.6744651,139.7751896,3140000.0
109,Chuo City,"1 Chome Nihonbashimuromachi, Chuo City, Tokyo 103-0022, Japan",35.6854574,139.7747928,3090000.0
110,Chuo City,"20 Nihonbashihakozakicho, Chuo City, Tokyo 103-0015, Japan",35.6802049,139.7862168,1280000.0
111,Chuo City,"5 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6699777,139.7655274,49700000.0
112,Chuo City,"4 Chome-2 Tsukiji, Chuo City, Tokyo 104-0045, Japan",35.66728860000001,139.7692015,4040000.0
113,Chuo City,"1 Chome Yaesu, Chuo City, Tokyo 103-0028, Japan",35.6823579,139.7706392,23400000.0
114,Chuo City,"5 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6699777,139.7655274,9570000.0
115,Chuo City,"4-chōme-3-5 Nihonbashimuromachi, Chuo City, Tōkyō-to 103-0022, Japan",35.6891758,139.7721293,2340000.0
116,Chuo City,"3 Chome Nihonbashikayabacho, Chuo City, Tokyo 103-0025, Japan",35.6778897,139.7784674,2870000.0
117,Chuo City,"3 Chome Tsukiji, Chuo City, Tokyo 104-0045, Japan",35.6677254,139.7735148,1340000.0
118,Chuo City,"3 Chome Irifune, Chuo City, Tokyo 104-0042, Japan",35.6708867,139.7763905,1470000.0
119,Chuo City,"3 Chome-7 Nihonbashihoncho, Chuo City, Tokyo 103-0023, Japan",35.6891505,139.7763106,3000000.0
120,Chuo City,"3-chōme-2-3 Nihonbashi, Chuo City, Tōkyō-to 103-0027, Japan",35.6805695,139.7714108,6110000.0
121,Chuo City,"4-chōme-9-5 Nihonbashihonchō, Chuo City, Tōkyō-to 103-0023, Japan",35.6900074,139.7759776,7510000.0
122,Chuo City,"2 Chome Harumi, Chuo City, Tokyo 104-0053, Japan",35.6564518,139.7869359,2000000.0
123,Chuo City,"8 Chome Ginza, Chuo City, Tokyo 104-0061, Japan",35.6652885,139.764569,16400000.0
124,Minato City,"6 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.669575,139.7351855,2740000.0
125,Minato City,"5 Chome Roppongi, Minato City, Tokyo 106-0032, Japan",35.6598808,139.7339083,2280000.0
126,Minato City,"4 Chome Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6652072,139.7185838,2580000.0
127,Minato City,"1 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6692065,139.7428494,4720000.0
128,Minato City,"1 Chome-1 Nishiazabu, Minato City, Tokyo 106-0031, Japan",35.661488,139.7280813,1500000.0
129,Minato City,"4 Chome Shirokanedai, Minato City, Tokyo 108-0071, Japan",35.6390759,139.7249685,1020000.0
130,Minato City,"5 Chome Minamiazabu, Minato City, Tokyo 106-0047, Japan",35.6528503,139.7249685,2020000.0
131,Minato City,"2 Chome Shirokanedai, Minato City, Tokyo 108-0071, Japan",35.6342371,139.7300768,1210000.0
132,Minato City,"1 Chome Takanawa, Minato City, Tokyo 108-0074, Japan",35.6403663,139.7339083,1410000.0
133,Minato City,"2 Chome Mita, Minato City, Tokyo 108-0073, Japan",35.6494981,139.7409333,1610000.0
134,Minato City,"8 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6710904,139.7275226,2110000.0
135,Minato City,"4 Chome Takanawa, Minato City, Tokyo 108-0074, Japan",35.626783,139.7358241,1310000.0
136,Minato City,"2 Chome Motoazabu, Minato City, Tokyo 106-0046, Japan",35.6543877,139.7287997,2550000.0
137,Minato City,"3 Chome Motoazabu, Minato City, Tokyo 106-0046, Japan",35.6566832,139.7287997,1830000.0
138,Minato City,"4 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6748007,139.7339083,1320000.0
139,Minato City,"4 Chome-12 Minamiazabu, Minato City, Tokyo 106-0047, Japan",35.6471906,139.7248089,3500000.0
140,Minato City,"2 Chome-1 Shibaura, Minato City, Tokyo 108-0023, Japan",35.6458992,139.7545067,1550000.0
141,Minato City,"2 Chome-26 Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6693334,139.7177858,2200000.0
142,Minato City,"3 Chome-6 Konan, Minato City, Tokyo 108-0075, Japan",35.6320637,139.7482785,1220000.0
143,Minato City,"4-chōme-9-18 Minamiazabu, Minato City, Tōkyō-to 106-0047, Japan",35.648996,139.7277478,1470000.0
144,Minato City,"4 Chome Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6652072,139.7185838,1890000.0
145,Minato City,"1 Chome Minamiazabu, Minato City, Tokyo 106-0047, Japan",35.650698,139.7339083,1690000.0
146,Minato City,"2 Chome Mita, Minato City, Tokyo 108-0073, Japan",35.6494981,139.7409333,1950000.0
147,Minato City,"2 Chome Takanawa, Minato City, Tokyo 108-0074, Japan",35.6373108,139.73774,1290000.0
148,Minato City,"3 Chome Roppongi, Minato City, Tokyo 106-0032, Japan",35.6632012,139.7364627,1380000.0
149,Minato City,"2 Chome-17 Higashiazabu, Minato City, Tokyo 106-0044, Japan",35.6567457,139.7416518,1480000.0
150,Minato City,"4 Chome Shirokane, Minato City, Tokyo 108-0072, Japan",35.6423965,139.7275226,1460000.0
151,Minato City,"1 Chome Minamiazabu, Minato City, Tokyo 106-0047, Japan",35.650698,139.7339083,3170000.0
152,Minato City,"3 Chome Shirokanedai, Minato City, Tokyo 108-0071, Japan",35.6361443,139.7262455,3810000.0
153,Minato City,"1 Chome Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6683701,139.7572218,13200000.0
154,Minato City,"4 Chome Roppongi, Minato City, Tokyo 106-0032, Japan",35.6656195,139.7339083,9790000.0
155,Minato City,"2 Chome Shiba, Minato City, Tokyo 105-0014, Japan",35.6509821,139.7517918,3380000.0
156,Minato City,"3 Chome Takanawa, Minato City, Tokyo 108-0074, Japan",35.6326476,139.7332697,5190000.0
157,Minato City,"3 Chome Shinbashi, Minato City, Tokyo 105-0004, Japan",35.66587990000001,139.7553053,5600000.0
158,Minato City,"4 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6748007,139.7339083,5400000.0
159,Minato City,"2 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6711124,139.7390173,5100000.0
160,Minato City,"3 Chome Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.666477,139.7160301,12800000.0
161,Minato City,"3 Chome Kitaaoyama, Minato City, Tokyo 107-0061, Japan",35.6660865,139.7121998,10800000.0
162,Minato City,"2-chōme-1-9 Takanawa, Minato City, Tōkyō-to 108-0074, Japan",35.6398954,139.7382285,3950000.0
163,Minato City,"2-chōme-20-2 Azabujūban, Minato City, Tōkyō-to 106-0045, Japan",35.6552023,139.736748,3470000.0
164,Minato City,"2 Chome Shibadaimon, Minato City, Tokyo 105-0012, Japan",35.6553536,139.7533888,2480000.0
165,Minato City,"5 Chome Shiba, Minato City, Tokyo 108-0014, Japan",35.646955,139.7460429,5600000.0
166,Minato City,"2 Chome-2 Shirokanedai, Minato City, Tokyo 108-0071, Japan",35.6352151,139.7284006,2150000.0
167,Minato City,"1 Chome Shibadaimon, Minato City, Tokyo 105-0012, Japan",35.65847979999999,139.7540276,5150000.0
168,Minato City,"5 Chome Toranomon, Minato City, Tokyo 105-0001, Japan",35.6627348,139.7431687,6450000.0
169,Minato City,"1 Chome-12 Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6676153,139.7587391,11000000.0
170,Minato City,"2 Chome Nishishinbashi, Minato City, Tokyo 105-0003, Japan",35.666321,139.7521112,1580000.0
171,Minato City,"1 Chome Motoakasaka, Minato City, Tokyo 107-0051, Japan",35.67751080000001,139.7342276,2400000.0
172,Minato City,"3 Chome-3 Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6675146,139.7168281,4220000.0
173,Minato City,"4 Chome Toranomon, Minato City, Tokyo 105-0001, Japan",35.6651277,139.7441268,6990000.0
174,Minato City,"3-chōme-19-16 Nishiazabu, Minato City, Tōkyō-to 106-0031, Japan",35.6596288,139.7257032,2360000.0
175,Minato City,"6 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.669575,139.7351855,3170000.0
176,Minato City,"2 Chome-8 Konan, Minato City, Tokyo 108-0075, Japan",35.6248565,139.7437276,5290000.0
177,Minato City,"2 Chome-32 Higashiazabu, Minato City, Tokyo 106-0044, Japan",35.6558823,139.7402148,2280000.0
178,Minato City,"2-chōme-16-2 Kōnan, Minato City, Tōkyō-to 108-0075, Japan",35.6271437,139.7405144,11200000.0
179,Minato City,"1 Chome Hamamatsuchō, Minato City, Tokyo 105-0013, Japan",35.658259,139.7556247,1750000.0
180,Minato City,"2 Chome Hamamatsuchō, Minato City, Tokyo 105-0013, Japan",35.6548149,139.7556247,1810000.0
181,Minato City,"4 Chome Roppongi, Minato City, Tokyo 106-0032, Japan",35.6656195,139.7339083,2520000.0
182,Minato City,"6 Chome Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6613498,139.7540276,1850000.0
183,Minato City,"5 Chome-2 Shiba, Minato City, Tokyo 108-0014, Japan",35.6500238,139.7456437,2120000.0
184,Minato City,"2 Chome Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6666483,139.7572218,10300000.0
185,Minato City,"2-chōme-8-5 Shinbashi, Minato City, Tōkyō-to 105-0004, Japan",35.667252,139.7569988,11100000.0
186,Minato City,"3 Chome-31 Shiba, Minato City, Tokyo 105-0014, Japan",35.6510306,139.7470809,3660000.0
187,Minato City,"2 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6711124,139.7390173,9430000.0
188,Minato City,"1 Chome Nishishinbashi, Minato City, Tokyo 105-0003, Japan",35.6687141,139.7530694,8780000.0
189,Minato City,"6 Chome-17 Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6615218,139.7519515,2950000.0
190,Minato City,"3 Chome-12 Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6660808,139.7563434,1900000.0
191,Minato City,"1 Chome Toranomon, Minato City, Tokyo 105-0001, Japan",35.668325,139.7492367,10500000.0
192,Minato City,"1 Chome Shinbashi, Minato City, Tokyo 105-0004, Japan",35.6683701,139.7572218,6180000.0
193,Minato City,"1-chōme-15-1 Nishishinbashi, Minato City, Tōkyō-to 105-0003, Japan",35.6682784,139.7545101,3130000.0
194,Minato City,"2 Chome Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6652799,139.723053,13100000.0
195,Minato City,"7 Chome Minamiaoyama, Minato City, Tokyo 107-0062, Japan",35.6578091,139.717307,2590000.0
196,Minato City,"3 Chome-5 Azabudai, Minato City, Tokyo 106-0041, Japan",35.6602573,139.7394963,3290000.0
197,Minato City,"2 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6711124,139.7390173,1620000.0
198,Minato City,"3-chōme-7-2 Azabujūban, Minato City, Tōkyō-to 106-0045, Japan",35.6538234,139.7348791,2710000.0
199,Minato City,"1 Chome Kaigan, Minato City, Tokyo 105-0022, Japan",35.6553975,139.7613745,2950000.0
200,Minato City,"7 Chome Roppongi, Minato City, Tokyo 106-0032, Japan",35.6642047,139.7275226,3940000.0
201,Minato City,"4 Chome Shiba, Minato City, Tokyo 108-0014, Japan",35.6481737,139.7505142,3450000.0
202,Minato City,"2 Chome Akasaka, Minato City, Tokyo 107-0052, Japan",35.6711124,139.7390173,3030000.0
203,Minato City,"4 Chome Mita, Minato City, Tokyo 108-0073, Japan",35.6435635,139.7390173,2160000.0
204,Minato City,"1 Chome Shirokane, Minato City, Tokyo 108-0072, Japan",35.6449583,139.7339083,2040000.0
205,Minato City,"2 Chome Higashishinbashi, Minato City, Tokyo 105-0021, Japan",35.6610673,139.7569024,3800000.0
206,Shinjuku City,"1 Chome Okubo, Shinjuku City, Tokyo 169-0072, Japan",35.6997203,139.7045399,600000.0
207,Shinjuku City,"22 Ichigayasanaichō, Shinjuku City, Tōkyō-to 162-0846, Japan",35.69358709999999,139.7344908,1080000.0
208,Shinjuku City,"2 Chome Nishiwaseda, Shinjuku City, Tokyo 169-0051, Japan",35.7083135,139.7137957,1010000.0
209,Shinjuku City,"6-8 Daikyōchō, Shinjuku City, Tōkyō-to 160-0015, Japan",35.685914,139.7184043,896000.0
210,Shinjuku City,"4 Chome-22 Kitashinjuku, Shinjuku City, Tokyo 169-0074, Japan",35.7076596,139.6920149,713000.0
211,Shinjuku City,"4 Chome Shimoochiai, Shinjuku City, Tokyo 161-0033, Japan",35.7195774,139.696881,650000.0
212,Shinjuku City,"4 Chome Nakaochiai, Shinjuku City, Tokyo 161-0032, Japan",35.71851830000001,139.6828422,584000.0
213,Shinjuku City,"2 Chome Shimoochiai, Shinjuku City, Tokyo 161-0033, Japan",35.71819,139.7019868,972000.0
214,Shinjuku City,"5 Chome Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan",35.6948318,139.6866706,753000.0
215,Shinjuku City,"35-5 Yaraichō, Shinjuku City, Tōkyō-to 162-0805, Japan",35.702541,139.7309748,861000.0
216,Shinjuku City,"3 Chome Nishiochiai, Shinjuku City, Tokyo 161-0031, Japan",35.7243702,139.68029,622000.0
217,Shinjuku City,"523-6 Wasedatsurumakichō, Shinjuku City, Tōkyō-to 162-0041, Japan",35.7071014,139.7245931,782000.0
218,Shinjuku City,"6 Chome Shinjuku, Shinjuku City, Tokyo 160-0022, Japan",35.6960369,139.7096464,830000.0
